university_name,gre,tuition_per_semester,student_faculty_ratio,cost_of_living,job_placement_alumni_success,branch
University of Illinois – Urbana Champaign,340,23000.0,16.0,22800,98,Engineering Management
Kent State University,296,17000.0,18.0,17342,78,Electronics
New York Institute of Technology,299,23000.0,16.0,36588,87,Electronics
University of Houston,294,18000.0,19.0,16888,79,Electronics
"California State University, Chico",290,16000.0,20.0,23496,84,Electronics
Oklahoma City University,297,20000.0,18.0,22530,79,Electronics
"State University of New York, Albany",298,19000.0,20.0,20952,78,Electronics
Bradley University,294,22000.0,17.0,19248,84,Electronics
University of Bridgeport,294,18500.0,18.0,36588,79,Electronics
University of Dayton,296,21000.0,17.0,38232,86,Electronics
"Texas A & M University, Kingsville",298,17500.0,20.0,18036,80,Electronics
"University of West Florida, Pensacola",291,16500.0,19.0,18588,81,Electronics
Eastern Michigan University,290,18000.0,19.0,18096,86,Electronics
"Minnesota State University, Mankato",300,17500.0,20.0,19248,87,Electronics
"Suffolk University, MA",299,22500.0,17.0,36918,80,Electronics
"University of North Carolina, Greensboro",295,20500.0,18.0,19140,78,Electronics
New Mexico Institute of Mining & Tech.,297,18500.0,18.0,18096,79,Electronics
University of Central Arkansas,292,17000.0,19.0,17192,79,Electronics
"Southeastern University, DC",296,21500.0,17.0,42650,86,Electronics
University of Hawaii,295,19000.0,20.0,20616,86,Electronics
"University of Texas, Tyler",298,17500.0,20.0,18432,84,Electronics
Eastern Washington University,298,18000.0,19.0,21384,80,Electronics
"Southern Oregon University, Ashland",298,17500.0,20.0,18096,80,Electronics
University of Texas at San Antonio,298,18000.0,19.0,18432,81,Electronics
State University of West Georgia,292,16500.0,19.0,18720,79,Electronics
Ball State University,299,19500.0,18.0,19248,82,Electronics
University of Texas El Paso,298,17500.0,20.0,18096,84,Electronics
Columbus State University,295,18000.0,19.0,18720,79,Electronics
Arkansas State University,299,17500.0,20.0,17192,78,Electronics
University of Denver,291,22000.0,17.0,42650,81,Electronics
North Dakota State University,290,20500.0,18.0,17472,88,Electronics
Dakota State University,297,18500.0,18.0,17472,78,Electronics
St Cloud State University,291,17500.0,20.0,19248,79,Electronics
Marquette University,300,21500.0,17.0,38232,78,Electronics
"Temple University, PA",292,20000.0,18.0,36144,85,Electronics
City College of the City of New York,292,19500.0,18.0,36588,88,Electronics
Northeastern Illinois University,291,20500.0,18.0,38520,83,Electronics
University of Detroit Mercy,300,22500.0,17.0,36144,87,Electronics
University of Arkansas Little Rock,295,19000.0,20.0,17192,80,Electronics
"California State University, Fresno",300,16000.0,20.0,23496,87,Electronics
Alabama A & M University,297,17000.0,19.0,17754,88,Electronics
"Widener University, Pennsylvania",297,21500.0,17.0,36144,79,Electronics
Alcorn State University,291,18000.0,19.0,17192,79,Electronics
Gannon University,298,20000.0,18.0,36588,86,Electronics
University of Findlay-Ohio,292,18500.0,18.0,19248,78,Electronics
"San Diego State University, California",293,19500.0,18.0,18901,82,Electronics
Ball State University,291,19500.0,18.0,19248,85,Electronics
Northwestern Polytechnic University,291,21500.0,17.0,18096,82,Electronics
Jacksonville State University,291,18000.0,19.0,17192,80,Electronics
Saint Joseph University,293,22000.0,17.0,38232,81,Electronics
Chapman University,293,20500.0,18.0,39696,79,Electronics
Ferris State University,299,18000.0,19.0,19248,84,Electronics
"University of New Haven, CT",296,20000.0,18.0,36588,81,Electronics
"Farleigh Dickinson University, New Jersey",300,21000.0,17.0,36588,84,Electronics
College of William & Mary,300,19500.0,18.0,22800,80,Electronics
East Tennessee State University,293,17500.0,20.0,17472,83,Electronics
"Southwest Texas State University, San Marcos",293,18000.0,19.0,18432,88,Electronics
DePaul University,292,22500.0,17.0,38520,83,Electronics
Mc Neese State University,298,15000.0,20.0,16332,79,Electronics
Oakland University,292,16500.0,19.0,19248,86,Electronics
Sam Houston State University,296,17000.0,18.0,17472,79,Electronics
San Jose state University,299,23000.0,16.0,23364,81,Electronics
William Patterson University,296,18000.0,19.0,36144,85,Electronics
Western Carolina University,299,16000.0,20.0,18720,82,Electronics
University of Central Oklahoma,294,20000.0,18.0,17472,83,Electronics
Widener University,292,19000.0,20.0,36144,78,Electronics
"University of St Thomas, MN",291,22000.0,17.0,38232,81,Electronics
Western Illinois university,292,18500.0,18.0,19248,83,Electronics
"Bowling Green State University, Ohio",296,21000.0,17.0,19248,88,Electronics
Delaware State University,298,17500.0,20.0,18234,82,Electronics
"State University of New York, New Paltz",298,16500.0,19.0,37428,79,Electronics
Central Michigan University,292,18000.0,19.0,19248,87,Electronics
University of Southern Mississippi,295,17500.0,20.0,17754,81,Electronics
Indiana University South Bend,294,22500.0,17.0,19296,83,Electronics
Saint Mary’s University San Antonio,300,20000.0,18.0,18432,88,Electronics
"Shippensburg University, PA",291,18500.0,18.0,20880,86,Electronics
East Tennessee State University,291,17000.0,19.0,17472,86,Electronics
"University of Texas, Pan America",293,21500.0,17.0,18432,87,Electronics
Jackson State University,296,19000.0,20.0,17754,78,Electronics
Oklahoma City University,295,17500.0,20.0,22530,81,Electronics
Frostburg State University,300,18000.0,19.0,18234,87,Electronics
"La Salle University, PA",299,17500.0,20.0,36144,86,Electronics
Alfred University,292,18000.0,19.0,37428,79,Electronics
Monmouth University-New Jersey,299,21500.0,17.0,36588,87,Electronics
Southern New Hampshire University,292,19000.0,20.0,38232,83,Electronics
Roosevelt University Chicago,296,17500.0,20.0,38520,84,Electronics
Drake university,298,19500.0,18.0,38232,82,Electronics
Shippensburg University of Pennsylvania,298,18000.0,19.0,20880,81,Electronics
Duquesne University,290,22500.0,17.0,36144,83,Electronics
Georgia College & State University,297,20000.0,18.0,18720,85,Electronics
Georgia Southern University,298,18000.0,19.0,18720,87,Electronics
Kennesaw State University,292,17500.0,20.0,18720,85,Electronics
Long Island University,298,16500.0,19.0,36588,81,Electronics
Loyola University Chicago,296,20000.0,18.0,38520,86,Electronics
Northern Kentucky University,298,19500.0,18.0,17342,87,Electronics
Lawrence Tech University,298,22500.0,17.0,38232,86,Electronics
Clark Atlanta University,296,18000.0,19.0,20616,85,Electronics
"California State University, Northridge",297,20500.0,18.0,23496,88,Electronics
"Catholic University of America, Washington",294,19000.0,20.0,42650,81,Electronics
"Ohio Dominican College (University), Ohio",298,20500.0,18.0,18234,78,Electronics
"Ferris State University, Michigan",294,22000.0,17.0,19248,80,Electronics
"Fitchburg State University, MA",299,21500.0,17.0,36918,88,Electronics
"Hawaii Pacific University, Hawaii",295,18000.0,19.0,25254,79,Electronics
"Northwood University, Michigan",293,17500.0,20.0,19248,80,Electronics
"Johnson and Wales University, RI",291,18500.0,18.0,36588,78,Electronics
"Governors State University, Parkway IL",294,19000.0,20.0,38520,80,Electronics
"Troy State University, Alabama",295,16500.0,19.0,17754,80,Electronics
Stevens Institute of Technology,295,17000.0,20.0,37056,78,Electronics
"Florida Atlantic University, Boca Raton",299,22000.0,17.0,18588,87,Electronics
Golden Gate University,300,20000.0,18.0,39696,84,Electronics
Howard University,294,19500.0,18.0,42650,87,Electronics
Dominican University,298,21000.0,17.0,38520,82,Electronics
San Diego State University,308,17500.0,20.0,18901,91,Electronics
Kent State University,302,18000.0,19.0,17342,89,Electronics
Northern Illinois University,306,17500.0,20.0,19248,92,Electronics
Western Kentucky University,307,19000.0,20.0,17952,91,Electronics
Central Michigan University,306,18000.0,19.0,19248,87,Electronics
Cleveland State University,301,18500.0,18.0,18234,89,Electronics
Texas A&M University,304,21000.0,17.0,22800,91,Electronics
California State University,310,20500.0,18.0,23496,85,Electronics
Western Carolina University,307,19500.0,18.0,18720,89,Electronics
University of Nevada,307,17000.0,19.0,18096,89,Electronics
University of South Florida,306,21500.0,17.0,18588,87,Electronics
SUNY Binghamton,308,18000.0,19.0,37428,88,Electronics
Southern Methodist University,302,17500.0,20.0,38232,92,Electronics
Stevens Institute of Technology,309,20000.0,18.0,37056,87,Electronics
University of Nebraska,310,16500.0,19.0,19248,89,Electronics
New Jersey Institute of Technology,310,22500.0,17.0,36588,87,Electronics
University of Tampa,308,19000.0,20.0,18588,92,Electronics
University of Houston,303,17500.0,20.0,16888,89,Electronics
Colorado State University,310,18000.0,19.0,20400,91,Electronics
Rochester Institute of Technology,309,17500.0,20.0,38232,90,Electronics
Louisiana State University,304,19000.0,20.0,17952,87,Electronics
Auburn University,301,21500.0,17.0,17754,85,Electronics
University of Kentucky,310,18500.0,18.0,17192,86,Electronics
University of Kansas,303,22000.0,17.0,17472,92,Electronics
North Dakota State University,301,20500.0,18.0,17472,89,Electronics
Drexel University,301,17000.0,19.0,38232,85,Electronics
University of Arkansas,303,19500.0,18.0,17192,91,Electronics
University of Dayton,307,16500.0,19.0,38232,88,Electronics
University of New Mexico,310,18000.0,19.0,18096,91,Electronics
Villanova University,310,17500.0,20.0,36144,91,Electronics
Wright State University,306,21000.0,17.0,18096,90,Electronics
Illinois Institute of Technology,302,20000.0,18.0,38520,90,Electronics
Kansas State University,303,22500.0,17.0,19248,85,Electronics
Missouri State University,309,19000.0,20.0,17192,85,Electronics
Northeastern University,309,18500.0,18.0,38232,85,Electronics
Oklahoma State University,303,20000.0,18.0,17472,85,Electronics
Oregon State University,310,19500.0,18.0,21384,88,Electronics
State University of New York Albany,305,17500.0,20.0,20952,91,Electronics
Tennessee Technological University,310,16000.0,20.0,17754,86,Electronics
Texas Tech University,301,18000.0,19.0,18432,92,Electronics
"University of Alabama, Huntsville",308,19500.0,18.0,17754,86,Electronics
University of Central Florida,309,20000.0,1.0,18588,88,Electronics
University of Connecticut,304,22500.0,17.0,36918,87,Electronics
University of Louisiana,310,21000.0,17.0,17754,87,Electronics
University of Nevada,305,18500.0,18.0,18096,88,Electronics
University of Oklahoma,309,16500.0,19.0,17472,88,Electronics
University of Pittsburgh,308,19000.0,20.0,36144,90,Electronics
"University of Texas, Arlington",309,20500.0,18.0,18096,89,Electronics
Wayne State University,303,21500.0,17.0,18096,86,Electronics
West Virginia University,302,18000.0,19.0,17192,86,Electronics
Arizona State University,306,17500.0,20.0,21912,89,Electronics
Florida State University,301,19000.0,20.0,18720,85,Electronics
George Mason University,308,18500.0,18.0,38232,90,Electronics
Georgia State University,301,21000.0,17.0,20616,86,Electronics
Indiana University,303,20000.0,18.0,19296,85,Electronics
San Jose State University,306,22500.0,17.0,23364,88,Electronics
University of Georgia,309,19500.0,18.0,18720,86,Electronics
"University of Texas, Dallas",309,20500.0,18.0,19656,86,Electronics
New York University,301,18000.0,19.0,39888,91,Electronics
Pennsylvania State University,316,19500.0,18.0,20880,91,Electronics
Ohio State University,320,21000.0,17.0,20760,93,Electronics
North Carolina State University,319,17500.0,20.0,20448,95,Electronics
Boston University,317,16500.0,19.0,36918,95,Electronics
"University of Colorado, Boulder",313,18000.0,19.0,21384,92,Electronics
Indiana University Bloomington,319,19000.0,20.0,19296,93,Electronics
Arizona State University,317,20000.0,18.0,21912,90,Electronics
"University of North Carolina, Greensboro",320,22500.0,17.0,19140,94,Electronics
Louisiana State University,312,21000.0,17.0,17952,95,Electronics
The University of Alabama at Birmingham,316,20500.0,18.0,17754,90,Electronics
New York University,312,17500.0,20.0,39888,94,Electronics
University of Iowa,311,19000.0,20.0,19248,91,Electronics
"University of Michigan, Dearborn",311,18500.0,18.0,20760,93,Electronics
"University of Texas, Dallas",314,21000.0,17.0,19656,94,Electronics
University of South Florida,312,20000.0,18.0,18588,95,Electronics
Colorado State University,315,19500.0,18.0,20400,92,Electronics
University of Florida,317,16500.0,19.0,20616,90,Electronics
Tulane University,317,18000.0,19.0,33732,94,Electronics
University of Southern California,315,17500.0,20.0,39696,91,Electronics
Johns Hopkins University,329,20000.0,18.0,40800,93,Electronics
Duke University - Pratt School of Engineering,328,22500.0,17.0,40800,95,Electronics
Brown University - School of Engineering,323,19000.0,20.0,40800,94,Electronics
Purdue University - College of Engineering,330,17500.0,20.0,19464,96,Electronics
University of Texas Austin - Cockrell School of Engineering,322,18000.0,19.0,22800,93,Electronics
University of Wisconsin Madison - College of Engineering,323,19500.0,18.0,22800,93,Electronics
Iowa State University - College of Engineering,323,22000.0,17.0,19248,93,Electronics
Northwestern University - Robert R. McCormick School of Engineering,325,21500.0,17.0,42650,94,Electronics
Vanderbilt University - School of Engineering,323,20000.0,18.0,40800,95,Electronics
University of Virginia - School of Engineering and Applied Sciences,330,22500.0,17.0,40800,97,Electronics
University of Minnesota Twin Cities - College of Science and Engineering,329,20000.0,17.0,22800,94,Electronics
Rensselaer Polytechnic Institute - School of Engineering,323,22500.0,16.0,42650,96,Electronics
University of Rochester - Hajim School of Engineering and Applied Sciences,325,21000.0,17.0,40800,95,Electronics
University of Southern California - Viterbi School of Engineering,327,24000.0,15.0,39696,96,Electronics
University of Maryland College Park - A. James Clark School of Engineering,321,22000.0,16.0,22800,96,Electronics
Ohio State University - College of Engineering,327,20500.0,17.0,20760,97,Electronics
Virginia Tech - College of Engineering,321,19500.0,18.0,22800,95,Electronics
University of California Irvine - Henry Samueli School of Engineering,327,23000.0,16.0,25254,96,Electronics
Purdue University,322,22500.0,16.0,19464,93,Electronics
University of Pennsylvania,325,23500.0,15.0,42650,97,Electronics
University of Virginia,325,23000.0,16.0,40800,97,Electronics
Rutgers University,326,21500.0,17.0,36588,95,Electronics
University of Chicago,330,25000.0,15.0,42650,96,Electronics
Northwestern University,323,24500.0,15.0,42650,95,Electronics
University of Massachusetts,329,20500.0,17.0,36918,93,Electronics
"University of Washington, Seattle",329,22000.0,16.0,25332,96,Electronics
Washington University in St. Louis,327,25500.0,15.0,42650,97,Electronics
University of Arizona,327,21000.0,17.0,18096,96,Electronics
Yale University,327,26000.0,14.0,34704,93,Electronics
"University of California, Los Angeles",323,24500.0,15.0,27524,96,Electronics
"The University of Maryland, College Park",327,22000.0,16.0,22800,97,Electronics
Cornell University,322,25000.0,15.0,31464,95,Electronics
Columbia University,322,26500.0,14.0,41736,93,Electronics
Dartmouth College,326,26500.0,14.0,40248,95,Electronics
Brown University,322,25500.0,15.0,40800,97,Electronics
Johns Hopkins University,325,27000.0,13.0,40800,94,Electronics
University of Minnesota,324,20500.0,17.0,22800,95,Electronics
Duke University,323,28000.0,12.0,40800,95,Electronics
"University of California, San Diego",323,23500.0,16.0,24774,96,Electronics
Rice University,321,27500.0,13.0,33696,95,Electronics
University of Wisconsin,330,22500.0,16.0,22800,95,Electronics
"University of Michigan, Ann Arbor",333,24000.0,15.0,22800,99,Electronics
Georgia Institute of Technology,337,25000.0,15.0,18720,98,Electronics
University of Illinois Urbana-Champaign,338,23500.0,16.0,19464,99,Electronics
Cornell University,331,26000.0,14.0,31464,96,Electronics
Johns Hopkins University,339,27500.0,13.0,40800,97,Electronics
Duke University,333,28000.0,12.0,40800,99,Electronics
Purdue University,334,27500.0,16.0,19464,97,Electronics
University of Texas at Austin,339,27500.0,13.0,22800,97,Electronics
"University of California, Los Angeles (UCLA)",336,22500.0,16.0,27524,95,Electronics
Columbia University,337,28000.0,15.0,41736,97,Electronics
